    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      5.0130      5.0130      5.2409      1.9962       1      0.6836
    2      0.4557      0.4557      0.4557      1.9211       1      0.7893
    3      0.9115      0.9115      0.9115      1.7250       2      1.1163
    4      1.5950      1.8229      1.8229      1.4204       2      1.8928
    5      1.8229      1.5950      1.8229      0.5009       2      1.8928
    6      1.8229      1.8229      1.5950      0.0737       2      1.7203
  -------------------------------------------------------------------------
